type,file,line,key,detail
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",1,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",2,"id","ID ""online_hudless_strategy_and_note_coding:drill:02"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",2,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",3,"id","ID ""online_hudless_strategy_and_note_coding:drill:03"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",3,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",4,"id","ID ""online_hudless_strategy_and_note_coding:drill:04"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",4,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",5,"id","ID ""online_hudless_strategy_and_note_coding:drill:05"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",5,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",6,"id","ID ""online_hudless_strategy_and_note_coding:drill:06"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",6,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",7,"id","ID ""online_hudless_strategy_and_note_coding:drill:07"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",7,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",8,"id","ID ""online_hudless_strategy_and_note_coding:drill:08"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",8,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",9,"id","ID ""online_hudless_strategy_and_note_coding:drill:09"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",9,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",10,"id","ID ""online_hudless_strategy_and_note_coding:drill:10"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",10,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",11,"id","ID ""online_hudless_strategy_and_note_coding:drill:11"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",11,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",12,"id","ID ""online_hudless_strategy_and_note_coding:drill:12"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",12,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",13,"id","ID ""online_hudless_strategy_and_note_coding:drill:13"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",13,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",14,"id","ID ""online_hudless_strategy_and_note_coding:drill:14"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",14,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",15,"id","ID ""online_hudless_strategy_and_note_coding:drill:15"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",15,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",16,"id","ID ""online_hudless_strategy_and_note_coding:drill:16"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_hudless_strategy_and_note_coding/v1/drills.jsonl",16,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/demos.jsonl",1,"id","ID ""online_notes_and_exploit_tracker:demo:01"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/demos.jsonl",1,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/demos.jsonl",2,"id","ID ""online_notes_and_exploit_tracker:demo:02"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/demos.jsonl",2,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/demos.jsonl",3,"id","ID ""online_notes_and_exploit_tracker:demo:03"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/demos.jsonl",3,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",1,"id","ID ""online_notes_and_exploit_tracker:drill:01"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",1,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",2,"id","ID ""online_notes_and_exploit_tracker:drill:02"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",2,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",3,"id","ID ""online_notes_and_exploit_tracker:drill:03"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",3,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",4,"id","ID ""online_notes_and_exploit_tracker:drill:04"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",4,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",5,"id","ID ""online_notes_and_exploit_tracker:drill:05"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",5,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",6,"id","ID ""online_notes_and_exploit_tracker:drill:06"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",6,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",7,"id","ID ""online_notes_and_exploit_tracker:drill:07"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",7,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",8,"id","ID ""online_notes_and_exploit_tracker:drill:08"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",8,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",9,"id","ID ""online_notes_and_exploit_tracker:drill:09"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",9,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",10,"id","ID ""online_notes_and_exploit_tracker:drill:10"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",10,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",11,"id","ID ""online_notes_and_exploit_tracker:drill:11"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",11,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",12,"id","ID ""online_notes_and_exploit_tracker:drill:12"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",12,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",13,"id","ID ""online_notes_and_exploit_tracker:drill:13"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",13,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",14,"id","ID ""online_notes_and_exploit_tracker:drill:14"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",14,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",15,"id","ID ""online_notes_and_exploit_tracker:drill:15"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",15,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",16,"id","ID ""online_notes_and_exploit_tracker:drill:16"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_notes_and_exploit_tracker/v1/drills.jsonl",16,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/demos.jsonl",1,"id","ID ""online_population_exploits_playbook:demo:01"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/demos.jsonl",1,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/demos.jsonl",2,"id","ID ""online_population_exploits_playbook:demo:02"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/demos.jsonl",2,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/demos.jsonl",3,"id","ID ""online_population_exploits_playbook:demo:03"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/demos.jsonl",3,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",1,"id","ID ""online_population_exploits_playbook:drill:01"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",1,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",2,"id","ID ""online_population_exploits_playbook:drill:02"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",2,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",3,"id","ID ""online_population_exploits_playbook:drill:03"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",3,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",4,"id","ID ""online_population_exploits_playbook:drill:04"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",4,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",5,"id","ID ""online_population_exploits_playbook:drill:05"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",5,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",6,"id","ID ""online_population_exploits_playbook:drill:06"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",6,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",7,"id","ID ""online_population_exploits_playbook:drill:07"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",7,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",8,"id","ID ""online_population_exploits_playbook:drill:08"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",8,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",9,"id","ID ""online_population_exploits_playbook:drill:09"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",9,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",10,"id","ID ""online_population_exploits_playbook:drill:10"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",10,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",11,"id","ID ""online_population_exploits_playbook:drill:11"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",11,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",12,"id","ID ""online_population_exploits_playbook:drill:12"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",12,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",13,"id","ID ""online_population_exploits_playbook:drill:13"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",13,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",14,"id","ID ""online_population_exploits_playbook:drill:14"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",14,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",15,"id","ID ""online_population_exploits_playbook:drill:15"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",15,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",16,"id","ID ""online_population_exploits_playbook:drill:16"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_population_exploits_playbook/v1/drills.jsonl",16,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/demos.jsonl",1,"id","ID ""online_table_selection_and_multitabling:demo:01"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/demos.jsonl",1,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/demos.jsonl",2,"id","ID ""online_table_selection_and_multitabling:demo:02"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/demos.jsonl",2,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/demos.jsonl",3,"id","ID ""online_table_selection_and_multitabling:demo:03"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/demos.jsonl",3,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/drills.jsonl",1,"id","ID ""online_table_selection_and_multitabling:drill:01"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/drills.jsonl",1,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/drills.jsonl",2,"id","ID ""online_table_selection_and_multitabling:drill:02"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/drills.jsonl",2,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/drills.jsonl",3,"id","ID ""online_table_selection_and_multitabling:drill:03"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/drills.jsonl",3,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/drills.jsonl",4,"id","ID ""online_table_selection_and_multitabling:drill:04"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/drills.jsonl",4,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/drills.jsonl",5,"id","ID ""online_table_selection_and_multitabling:drill:05"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/drills.jsonl",5,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/drills.jsonl",6,"id","ID ""online_table_selection_and_multitabling:drill:06"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/drills.jsonl",6,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/drills.jsonl",7,"id","ID ""online_table_selection_and_multitabling:drill:07"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/drills.jsonl",7,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/drills.jsonl",8,"id","ID ""online_table_selection_and_multitabling:drill:08"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/drills.jsonl",8,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/drills.jsonl",9,"id","ID ""online_table_selection_and_multitabling:drill:09"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/drills.jsonl",9,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/drills.jsonl",10,"id","ID ""online_table_selection_and_multitabling:drill:10"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/drills.jsonl",10,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/drills.jsonl",11,"id","ID ""online_table_selection_and_multitabling:drill:11"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/drills.jsonl",11,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/drills.jsonl",12,"id","ID ""online_table_selection_and_multitabling:drill:12"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/drills.jsonl",12,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/drills.jsonl",13,"id","ID ""online_table_selection_and_multitabling:drill:13"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/drills.jsonl",13,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/online_table_selection_and_multitabling/v1/drills.jsonl",14,"id","ID ""online_table_selection_and_multitabling:drill:14"" does not match ^[a-z0-9_]+$"
